host-001	disk_util	00:00	85.2
host-001	disk_io_wait	00:00	15.3
host-002	disk_util	00:00	72.1
host-002	disk_io_wait	00:00	12.1
host-003	disk_util	00:00	92.5
host-003	disk_io_wait	00:00	25.6
host-004	disk_util	00:00	68.3
host-004	disk_io_wait	00:00	8.9
host-005	disk_util	00:00	88.7
host-005	disk_io_wait	00:00	18.2
host-006	disk_util	00:05	76.4
host-006	disk_io_wait	00:05	14.5
host-007	disk_util	00:05	89.3
host-007	disk_io_wait	00:05	22.1
host-008	disk_util	00:05	71.2
host-008	disk_io_wait	00:05	10.3
host-009	disk_util	00:05	94.1
host-009	disk_io_wait	00:05	28.7
host-010	disk_util	00:05	65.8
host-010	disk_io_wait	00:05	9.2
host-011	disk_util	00:10	79.6
host-011	disk_io_wait	00:10	16.4
host-012	disk_util	00:10	87.2
host-012	disk_io_wait	00:10	19.5
host-013	disk_util	00:10	91.8
host-013	disk_io_wait	00:10	24.3
host-014	disk_util	00:10	73.5
host-014	disk_io_wait	00:10	11.8
host-015	disk_util	00:15	82.4
host-015	disk_io_wait	00:15	17.2
host-016	disk_util	00:15	86.9
host-016	disk_io_wait	00:15	20.1
host-017	disk_util	00:15	78.3
host-017	disk_io_wait	00:15	13.6
host-018	disk_util	00:20	93.2
host-018	disk_io_wait	00:20	26.8
host-019	disk_util	00:20	69.5
host-019	disk_io_wait	00:20	10.7
host-020	disk_util	00:20	81.7
host-020	disk_io_wait	00:20	15.9
host-001	disk_util	08:00	78.6
host-001	disk_io_wait	08:00	12.4
host-002	disk_util	08:00	85.3
host-002	disk_io_wait	08:00	18.6
host-003	disk_util	08:00	95.1
host-003	disk_io_wait	08:00	31.2
host-004	disk_util	08:00	72.4
host-004	disk_io_wait	08:00	9.8
host-005	disk_util	08:00	89.2
host-005	disk_io_wait	08:00	21.3
host-006	disk_util	12:00	82.7
host-006	disk_io_wait	12:00	16.8
host-007	disk_util	12:00	92.3
host-007	disk_io_wait	12:00	25.4
host-008	disk_util	12:00	76.5
host-008	disk_io_wait	12:00	13.2
host-009	disk_util	12:00	88.9
host-009	disk_io_wait	12:00	19.7
host-010	disk_util	12:00	71.8
host-010	disk_io_wait	12:00	11.4
host-011	disk_util	16:00	86.4
host-011	disk_io_wait	16:00	20.3
host-012	disk_util	16:00	90.1
host-012	disk_io_wait	16:00	23.8
host-013	disk_util	16:00	83.6
host-013	disk_io_wait	16:00	17.5
host-014	disk_util	16:00	78.9
host-014	disk_io_wait	16:00	14.2
host-015	disk_util	20:00	91.2
host-015	disk_io_wait	20:00	24.6
host-016	disk_util	20:00	87.5
host-016	disk_io_wait	20:00	21.1
host-017	disk_util	20:00	80.3
host-017	disk_io_wait	20:00	15.8
host-018	disk_util	23:00	94.6
host-018	disk_io_wait	23:00	29.4
host-019	disk_util	23:00	74.2
host-019	disk_io_wait	23:00	12.1
host-020	disk_util	23:00	85.8
host-020	disk_io_wait	23:00	19.2
