host-001	cpu	00:00	45.2
host-001	mem	00:00	68.3
host-001	net_in	00:00	125.6
host-001	net_out	00:00	89.4
host-002	cpu	00:00	32.8
host-002	mem	00:00	56.2
host-002	net_in	00:00	98.3
host-002	net_out	00:00	67.8
host-003	cpu	00:00	88.5
host-003	mem	00:00	92.1
host-003	net_in	00:00	456.2
host-003	net_out	00:00	321.5
host-004	cpu	00:00	28.4
host-004	mem	00:00	45.6
host-004	net_in	00:00	76.8
host-004	net_out	00:00	54.2
host-005	cpu	00:00	67.9
host-005	mem	00:00	78.4
host-005	net_in	00:00	234.1
host-005	net_out	00:00	167.3
host-006	cpu	01:00	52.3
host-006	mem	01:00	62.8
host-006	net_in	01:00	156.7
host-006	net_out	01:00	112.4
host-007	cpu	01:00	78.6
host-007	mem	01:00	85.3
host-007	net_in	01:00	312.5
host-007	net_out	01:00	245.8
host-008	cpu	01:00	41.2
host-008	mem	01:00	58.6
host-008	net_in	01:00	134.2
host-008	net_out	01:00	98.6
host-009	cpu	01:00	91.4
host-009	mem	01:00	94.7
host-009	net_in	01:00	523.8
host-009	net_out	01:00	412.3
host-010	cpu	01:00	35.7
host-010	mem	01:00	51.2
host-010	net_in	01:00	89.4
host-010	net_out	01:00	67.2
host-011	cpu	02:00	58.6
host-011	mem	02:00	71.4
host-011	net_in	02:00	189.3
host-011	net_out	02:00	145.6
host-012	cpu	02:00	65.2
host-012	mem	02:00	77.8
host-012	net_in	02:00	245.1
host-012	net_out	02:00	186.2
host-013	cpu	02:00	82.4
host-013	mem	02:00	88.5
host-013	net_in	02:00	389.4
host-013	net_out	02:00	298.7
host-014	cpu	02:00	44.8
host-014	mem	02:00	63.2
host-014	net_in	02:00	123.5
host-014	net_out	02:00	89.3
host-015	cpu	08:00	72.5
host-015	mem	08:00	81.2
host-015	net_in	08:00	298.6
host-015	net_out	08:00	215.4
host-016	cpu	08:00	78.3
host-016	mem	08:00	85.6
host-016	net_in	08:00	356.2
host-016	net_out	08:00	268.7
host-017	cpu	08:00	65.8
host-017	mem	08:00	74.3
host-017	net_in	08:00	234.8
host-017	net_out	08:00	176.2
host-018	cpu	12:00	89.2
host-018	mem	12:00	93.4
host-018	net_in	12:00	489.3
host-018	net_out	12:00	378.5
host-019	cpu	12:00	55.6
host-019	mem	12:00	67.2
host-019	net_in	12:00	178.4
host-019	net_out	12:00	134.6
host-020	cpu	12:00	68.4
host-020	mem	12:00	76.8
host-020	net_in	12:00	256.9
host-020	net_out	12:00	198.3
host-021	cpu	16:00	82.7
host-021	mem	16:00	89.1
host-021	net_in	16:00	412.5
host-021	net_out	16:00	315.8
host-022	cpu	16:00	75.3
host-022	mem	16:00	82.6
host-022	net_in	16:00	345.2
host-022	net_out	16:00	267.4
host-023	cpu	20:00	91.8
host-023	mem	20:00	95.2
host-023	net_in	20:00	546.7
host-023	net_out	20:00	423.1
host-024	cpu	20:00	67.5
host-024	mem	20:00	75.8
host-024	net_in	20:00	215.6
host-024	net_out	20:00	167.3
host-025	cpu	23:00	86.4
host-025	mem	23:00	91.3
host-025	net_in	23:00	478.2
host-025	net_out	23:00	365.8
